date,station,line,division,ridership
2016-09-19,INWOOD-207 ST,A,IND,9619
2016-09-20,INWOOD-207 ST,A,IND,9972
2016-09-21,INWOOD-207 ST,A,IND,9038
2016-09-22,INWOOD-207 ST,A,IND,10133
2016-09-23,INWOOD-207 ST,A,IND,9975
2016-09-24,INWOOD-207 ST,A,IND,429
2016-09-25,INWOOD-207 ST,A,IND,28
2016-09-26,INWOOD-207 ST,A,IND,9212
2016-09-27,INWOOD-207 ST,A,IND,9706
2016-09-28,INWOOD-207 ST,A,IND,9778
2016-09-29,INWOOD-207 ST,A,IND,9799
2016-09-30,INWOOD-207 ST,A,IND,9240
2016-10-01,INWOOD-207 ST,A,IND,293
2016-10-02,INWOOD-207 ST,A,IND,5
2016-10-03,INWOOD-207 ST,A,IND,8174
2016-10-04,INWOOD-207 ST,A,IND,8626
2016-10-05,INWOOD-207 ST,A,IND,9811
2016-10-06,INWOOD-207 ST,A,IND,9808
2016-10-07,INWOOD-207 ST,A,IND,10205
2016-10-08,INWOOD-207 ST,A,IND,325
2016-10-09,INWOOD-207 ST,A,IND,9
2016-10-10,INWOOD-207 ST,A,IND,6835
2016-10-11,INWOOD-207 ST,A,IND,9454
2016-10-12,INWOOD-207 ST,A,IND,8441
2016-10-13,INWOOD-207 ST,A,IND,9858
2016-10-14,INWOOD-207 ST,A,IND,9731
2016-10-15,INWOOD-207 ST,A,IND,327
2016-10-16,INWOOD-207 ST,A,IND,11
2016-10-17,INWOOD-207 ST,A,IND,9198
2016-10-18,INWOOD-207 ST,A,IND,9857
2016-10-19,INWOOD-207 ST,A,IND,7990
2016-10-20,INWOOD-207 ST,A,IND,10091
2016-10-21,INWOOD-207 ST,A,IND,9648
2016-10-22,INWOOD-207 ST,A,IND,325
2016-10-23,INWOOD-207 ST,A,IND,8
2016-10-24,INWOOD-207 ST,A,IND,9189
2016-10-25,INWOOD-207 ST,A,IND,9482
2016-10-26,INWOOD-207 ST,A,IND,9716
2016-10-27,INWOOD-207 ST,A,IND,9594
2016-10-28,INWOOD-207 ST,A,IND,9621
2016-07-31,DYCKMAN ST,A,IND,2517
2016-08-01,DYCKMAN ST,A,IND,5597
2016-08-02,DYCKMAN ST,A,IND,6541
2016-08-03,DYCKMAN ST,A,IND,6648
2016-08-04,DYCKMAN ST,A,IND,6830
2016-08-05,DYCKMAN ST,A,IND,6803
2016-08-06,DYCKMAN ST,A,IND,4756
2016-08-07,DYCKMAN ST,A,IND,4423
2016-08-08,DYCKMAN ST,A,IND,6210
2016-08-09,DYCKMAN ST,A,IND,6549
2016-08-10,DYCKMAN ST,A,IND,6284
2016-08-11,DYCKMAN ST,A,IND,6549
2016-08-12,DYCKMAN ST,A,IND,6223
2016-08-13,DYCKMAN ST,A,IND,4348
2016-08-14,DYCKMAN ST,A,IND,3727
2016-08-15,DYCKMAN ST,A,IND,6149
2016-08-16,DYCKMAN ST,A,IND,6067
2016-08-17,DYCKMAN ST,A,IND,6092
2016-08-18,DYCKMAN ST,A,IND,6343
2016-08-19,DYCKMAN ST,A,IND,6139
2016-08-20,DYCKMAN ST,A,IND,382
2016-08-21,DYCKMAN ST,A,IND,1
2016-08-22,DYCKMAN ST,A,IND,5490
2016-08-23,DYCKMAN ST,A,IND,6171
2016-08-24,DYCKMAN ST,A,IND,6135
2016-08-25,DYCKMAN ST,A,IND,6513
2016-08-26,DYCKMAN ST,A,IND,6336
2016-08-27,DYCKMAN ST,A,IND,4631
2016-08-28,DYCKMAN ST,A,IND,3853
2016-08-29,DYCKMAN ST,A,IND,6001
2016-08-30,DYCKMAN ST,A,IND,6194
2016-08-31,DYCKMAN ST,A,IND,6303
2016-09-01,DYCKMAN ST,A,IND,6237
2016-09-02,DYCKMAN ST,A,IND,6350
2016-09-03,DYCKMAN ST,A,IND,4527
2016-09-04,DYCKMAN ST,A,IND,4062
2016-09-05,DYCKMAN ST,A,IND,3622
2016-09-06,DYCKMAN ST,A,IND,6499
2016-09-07,DYCKMAN ST,A,IND,6454
2016-09-08,DYCKMAN ST,A,IND,7014
2016-09-09,DYCKMAN ST,A,IND,6930
2016-09-10,DYCKMAN ST,A,IND,4490
2016-09-11,DYCKMAN ST,A,IND,3812
2016-09-12,DYCKMAN ST,A,IND,5896
2016-09-13,DYCKMAN ST,A,IND,7890
2016-09-14,DYCKMAN ST,A,IND,7145
2016-09-15,DYCKMAN ST,A,IND,7273
2016-09-16,DYCKMAN ST,A,IND,7300
2016-09-17,DYCKMAN ST,A,IND,4806
2016-09-18,DYCKMAN ST,A,IND,3966
2016-09-19,DYCKMAN ST,A,IND,6704
2016-09-20,DYCKMAN ST,A,IND,7212
2016-09-21,DYCKMAN ST,A,IND,7345
2016-09-22,DYCKMAN ST,A,IND,7349
2016-09-23,DYCKMAN ST,A,IND,7385
2016-09-24,DYCKMAN ST,A,IND,296
2016-09-25,DYCKMAN ST,A,IND,0
2016-09-26,DYCKMAN ST,A,IND,6605
2016-09-27,DYCKMAN ST,A,IND,7004
2016-09-28,DYCKMAN ST,A,IND,7141
2016-09-29,DYCKMAN ST,A,IND,7164
2016-09-30,DYCKMAN ST,A,IND,7040
2016-10-01,DYCKMAN ST,A,IND,258
2016-10-02,DYCKMAN ST,A,IND,2
2016-10-03,DYCKMAN ST,A,IND,5646
2016-10-04,DYCKMAN ST,A,IND,6131
2016-10-05,DYCKMAN ST,A,IND,7093
2016-10-06,DYCKMAN ST,A,IND,7227
2016-10-07,DYCKMAN ST,A,IND,7504
2016-10-08,DYCKMAN ST,A,IND,267
2016-10-09,DYCKMAN ST,A,IND,0
2016-10-10,DYCKMAN ST,A,IND,4959
2016-10-11,DYCKMAN ST,A,IND,6836
2016-10-12,DYCKMAN ST,A,IND,6097
2016-10-13,DYCKMAN ST,A,IND,7253
2016-10-14,DYCKMAN ST,A,IND,7401
2016-10-15,DYCKMAN ST,A,IND,255
2016-10-16,DYCKMAN ST,A,IND,16
2016-10-17,DYCKMAN ST,A,IND,6669
2016-10-18,DYCKMAN ST,A,IND,7081
2016-10-19,DYCKMAN ST,A,IND,6928
2016-10-20,DYCKMAN ST,A,IND,7235
2016-10-21,DYCKMAN ST,A,IND,7048
2016-10-22,DYCKMAN ST,A,IND,244
2016-10-23,DYCKMAN ST,A,IND,0
2016-10-24,DYCKMAN ST,A,IND,6495
2016-10-25,DYCKMAN ST,A,IND,6915
2016-10-26,DYCKMAN ST,A,IND,7059
2016-10-27,DYCKMAN ST,A,IND,6893
2016-10-28,DYCKMAN ST,A,IND,7100
2016-07-31,190 ST,A,IND,2107
2016-08-01,190 ST,A,IND,4222
2016-08-02,190 ST,A,IND,4488
2016-08-03,190 ST,A,IND,4692
2016-08-04,190 ST,A,IND,4713
2016-08-05,190 ST,A,IND,4570
2016-08-06,190 ST,A,IND,2813
2016-08-07,190 ST,A,IND,2656
2016-08-08,190 ST,A,IND,4267
2016-08-09,190 ST,A,IND,4545
2016-08-10,190 ST,A,IND,4341
2016-08-11,190 ST,A,IND,4517
2016-08-12,190 ST,A,IND,4304
2016-08-13,190 ST,A,IND,2590
2016-08-14,190 ST,A,IND,2308
2016-08-15,190 ST,A,IND,4173
2016-08-16,190 ST,A,IND,4303
2016-08-17,190 ST,A,IND,4359
2016-08-18,190 ST,A,IND,4491
2016-08-19,190 ST,A,IND,4383
2016-08-20,190 ST,A,IND,232
2016-08-21,190 ST,A,IND,0
2016-08-22,190 ST,A,IND,3949
2016-08-23,190 ST,A,IND,4421
2016-08-24,190 ST,A,IND,4322
2016-08-25,190 ST,A,IND,4507
2016-08-26,190 ST,A,IND,4713
2016-08-27,190 ST,A,IND,3123
2016-08-28,190 ST,A,IND,2565
2016-08-29,190 ST,A,IND,4259
2016-08-30,190 ST,A,IND,4523
2016-08-31,190 ST,A,IND,4508
2016-09-01,190 ST,A,IND,4403
2016-09-02,190 ST,A,IND,4275
2016-09-03,190 ST,A,IND,2954
2016-09-04,190 ST,A,IND,2774
2016-09-05,190 ST,A,IND,2429
2016-09-06,190 ST,A,IND,4453
2016-09-07,190 ST,A,IND,4722
2016-09-08,190 ST,A,IND,4989
2016-09-09,190 ST,A,IND,4777
2016-09-10,190 ST,A,IND,2962
2016-09-11,190 ST,A,IND,2537
2016-09-12,190 ST,A,IND,4873
2016-09-13,190 ST,A,IND,5137
2016-09-14,190 ST,A,IND,5045
2016-09-15,190 ST,A,IND,5240
2016-09-16,190 ST,A,IND,5021
2016-09-17,190 ST,A,IND,3293
2016-09-18,190 ST,A,IND,6237
2016-09-19,190 ST,A,IND,4805
2016-09-20,190 ST,A,IND,5087
2016-09-21,190 ST,A,IND,5198
2016-09-22,190 ST,A,IND,5300
2016-09-23,190 ST,A,IND,5180
2016-09-24,190 ST,A,IND,216
2016-09-25,190 ST,A,IND,0
2016-09-26,190 ST,A,IND,4677
2016-09-27,190 ST,A,IND,5052
2016-09-28,190 ST,A,IND,4877
2016-09-29,190 ST,A,IND,5172
2016-09-30,190 ST,A,IND,4865
2016-10-01,190 ST,A,IND,187
2016-10-02,190 ST,A,IND,0
2016-10-03,190 ST,A,IND,3948
2016-10-04,190 ST,A,IND,4402
2016-10-05,190 ST,A,IND,5225
2016-10-06,190 ST,A,IND,5272
2016-10-07,190 ST,A,IND,5338
2016-10-08,190 ST,A,IND,228
2016-10-09,190 ST,A,IND,0
2016-10-10,190 ST,A,IND,3545
2016-10-11,190 ST,A,IND,4839
2016-10-12,190 ST,A,IND,4130
2016-10-13,190 ST,A,IND,5214
2016-10-14,190 ST,A,IND,5059
2016-10-15,190 ST,A,IND,213
2016-10-16,190 ST,A,IND,0
2016-10-17,190 ST,A,IND,4640
2016-10-18,190 ST,A,IND,4894
2016-10-19,190 ST,A,IND,5068
2016-10-20,190 ST,A,IND,5192
2016-10-21,190 ST,A,IND,4890
2016-10-22,190 ST,A,IND,210
2016-10-23,190 ST,A,IND,0
2016-10-24,190 ST,A,IND,4560
2016-10-25,190 ST,A,IND,4879
2016-10-26,190 ST,A,IND,5138
2016-10-27,190 ST,A,IND,4915
2016-10-28,190 ST,A,IND,4977
2016-07-31,181 ST,A,IND,5337
2016-08-01,181 ST,A,IND,10166
2016-08-02,181 ST,A,IND,10796
2016-08-03,181 ST,A,IND,10853
2016-08-04,181 ST,A,IND,10968
2016-08-05,181 ST,A,IND,10647
2016-08-06,181 ST,A,IND,6181
2016-08-07,181 ST,A,IND,5808
2016-08-08,181 ST,A,IND,10043
2016-08-09,181 ST,A,IND,10792
2016-08-10,181 ST,A,IND,10614
2016-08-11,181 ST,A,IND,10574
2016-08-12,181 ST,A,IND,9954
2016-08-13,181 ST,A,IND,6017
2016-08-14,181 ST,A,IND,5160
2016-08-15,181 ST,A,IND,9793
2016-08-16,181 ST,A,IND,10112
2016-08-17,181 ST,A,IND,10091
2016-08-18,181 ST,A,IND,10088
2016-08-19,181 ST,A,IND,9962
2016-08-20,181 ST,A,IND,408
2016-08-21,181 ST,A,IND,26
2016-08-22,181 ST,A,IND,9162
2016-08-23,181 ST,A,IND,10266
2016-08-24,181 ST,A,IND,10430
2016-08-25,181 ST,A,IND,10316
2016-08-26,181 ST,A,IND,9808
2016-08-27,181 ST,A,IND,6463
2016-08-28,181 ST,A,IND,5675
2016-08-29,181 ST,A,IND,9843
2016-08-30,181 ST,A,IND,10373
2016-08-31,181 ST,A,IND,10657
2016-09-01,181 ST,A,IND,10550
2016-09-02,181 ST,A,IND,10000
2016-09-03,181 ST,A,IND,6158
2016-09-04,181 ST,A,IND,5546
2016-09-05,181 ST,A,IND,5366
2016-09-06,181 ST,A,IND,10734
2016-09-07,181 ST,A,IND,11127
2016-09-08,181 ST,A,IND,11695
2016-09-09,181 ST,A,IND,11577
2016-09-10,181 ST,A,IND,6838
2016-09-11,181 ST,A,IND,5964
2016-09-12,181 ST,A,IND,11215
2016-09-13,181 ST,A,IND,11875
2016-09-14,181 ST,A,IND,11934
2016-09-15,181 ST,A,IND,12370
2016-09-16,181 ST,A,IND,11909
2016-09-17,181 ST,A,IND,6935
2016-09-18,181 ST,A,IND,5963
2016-09-19,181 ST,A,IND,11465
2016-09-20,181 ST,A,IND,11991
2016-09-21,181 ST,A,IND,12207
2016-09-22,181 ST,A,IND,12261
2016-09-23,181 ST,A,IND,12009
2016-09-24,181 ST,A,IND,427
2016-09-25,181 ST,A,IND,8
2016-09-26,181 ST,A,IND,11248
2016-09-27,181 ST,A,IND,11855
2016-09-28,181 ST,A,IND,12023
2016-09-29,181 ST,A,IND,12028
2016-09-30,181 ST,A,IND,11434
2016-10-01,181 ST,A,IND,375
2016-10-02,181 ST,A,IND,1
2016-10-03,181 ST,A,IND,8835
2016-10-04,181 ST,A,IND,9896
2016-10-05,181 ST,A,IND,11902
2016-10-06,181 ST,A,IND,12184
2016-10-07,181 ST,A,IND,11986
2016-10-08,181 ST,A,IND,368
2016-10-09,181 ST,A,IND,7
2016-10-10,181 ST,A,IND,8631
2016-10-11,181 ST,A,IND,11320
2016-10-12,181 ST,A,IND,9482
2016-10-13,181 ST,A,IND,12089
2016-10-14,181 ST,A,IND,11664
2016-10-15,181 ST,A,IND,348
2016-10-16,181 ST,A,IND,0
2016-10-17,181 ST,A,IND,10205
2016-10-18,181 ST,A,IND,10656
2016-10-19,181 ST,A,IND,11423
2016-10-20,181 ST,A,IND,11839
2016-10-21,181 ST,A,IND,11224
2016-10-22,181 ST,A,IND,346
2016-10-23,181 ST,A,IND,0
2016-10-24,181 ST,A,IND,10245
2016-10-25,181 ST,A,IND,10758
2016-10-26,181 ST,A,IND,11620
2016-10-27,181 ST,A,IND,11854
2016-10-28,181 ST,A,IND,11622
2016-07-31,175 ST,A,IND,6132
2016-08-01,175 ST,A,IND,12798
2016-08-02,175 ST,A,IND,13372
2016-08-03,175 ST,A,IND,13512
2016-08-04,175 ST,A,IND,13705
2016-08-05,175 ST,A,IND,13226
2016-08-06,175 ST,A,IND,7857
2016-08-07,175 ST,A,IND,7444
2016-08-08,175 ST,A,IND,12742
2016-08-09,175 ST,A,IND,13234
2016-08-10,175 ST,A,IND,12933
2016-08-11,175 ST,A,IND,13158
2016-08-12,175 ST,A,IND,12811
2016-08-13,175 ST,A,IND,7579
2016-08-14,175 ST,A,IND,6396
2016-08-15,175 ST,A,IND,12583
2016-08-16,175 ST,A,IND,12452
2016-08-17,175 ST,A,IND,12762
2016-08-18,175 ST,A,IND,12668
2016-08-19,175 ST,A,IND,12631
2016-08-20,175 ST,A,IND,984
2016-08-21,175 ST,A,IND,32
2016-08-22,175 ST,A,IND,11510
2016-08-23,175 ST,A,IND,12595
2016-08-24,175 ST,A,IND,12735
2016-08-25,175 ST,A,IND,12954
2016-08-26,175 ST,A,IND,12767
2016-08-27,175 ST,A,IND,8129
2016-08-28,175 ST,A,IND,6683
2016-08-29,175 ST,A,IND,12387
2016-08-30,175 ST,A,IND,12849
2016-08-31,175 ST,A,IND,12946
2016-09-01,175 ST,A,IND,12735
2016-09-02,175 ST,A,IND,12693
2016-09-03,175 ST,A,IND,7597
2016-09-04,175 ST,A,IND,6442
2016-09-05,175 ST,A,IND,6777
2016-09-06,175 ST,A,IND,13271
2016-09-07,175 ST,A,IND,13317
2016-09-08,175 ST,A,IND,13623
2016-09-09,175 ST,A,IND,13595
2016-09-10,175 ST,A,IND,7776
2016-09-11,175 ST,A,IND,6537
2016-09-12,175 ST,A,IND,13250
2016-09-13,175 ST,A,IND,14061
2016-09-14,175 ST,A,IND,13909
2016-09-15,175 ST,A,IND,14194
2016-09-16,175 ST,A,IND,13984
2016-09-17,175 ST,A,IND,8552
2016-09-18,175 ST,A,IND,6602
2016-09-19,175 ST,A,IND,13404
2016-09-20,175 ST,A,IND,14110
2016-09-21,175 ST,A,IND,14196
2016-09-22,175 ST,A,IND,14216
2016-09-23,175 ST,A,IND,14368
2016-09-24,175 ST,A,IND,957
2016-09-25,175 ST,A,IND,3
2016-09-26,175 ST,A,IND,13006
2016-09-27,175 ST,A,IND,13744
2016-09-28,175 ST,A,IND,13905
2016-09-29,175 ST,A,IND,14022
2016-09-30,175 ST,A,IND,13776
2016-10-01,175 ST,A,IND,916
2016-10-02,175 ST,A,IND,4
2016-10-03,175 ST,A,IND,11314
2016-10-04,175 ST,A,IND,12646
2016-10-05,175 ST,A,IND,14126
2016-10-06,175 ST,A,IND,14347
2016-10-07,175 ST,A,IND,14671
2016-10-08,175 ST,A,IND,982
2016-10-09,175 ST,A,IND,52
2016-10-10,175 ST,A,IND,10066
2016-10-11,175 ST,A,IND,13503
2016-10-12,175 ST,A,IND,12121
2016-10-13,175 ST,A,IND,14141
2016-10-14,175 ST,A,IND,14014
2016-10-15,175 ST,A,IND,821
2016-10-16,175 ST,A,IND,2
2016-10-17,175 ST,A,IND,12483
2016-10-18,175 ST,A,IND,14145
2016-10-19,175 ST,A,IND,13756
2016-10-20,175 ST,A,IND,13771
2016-10-21,175 ST,A,IND,13429
2016-10-22,175 ST,A,IND,847
2016-10-23,175 ST,A,IND,29
2016-10-24,175 ST,A,IND,12709
2016-10-25,175 ST,A,IND,13440
2016-10-26,175 ST,A,IND,13620
2016-10-27,175 ST,A,IND,13468
2016-10-28,175 ST,A,IND,13403
2016-07-31,168 ST,AC1,IND,5978
2016-08-01,168 ST,AC1,IND,10708
2016-08-02,168 ST,AC1,IND,11128
2016-08-03,168 ST,AC1,IND,11651
2016-08-04,168 ST,AC1,IND,11715
2016-08-05,168 ST,AC1,IND,11600
2016-08-06,168 ST,AC1,IND,7895
2016-08-07,168 ST,AC1,IND,6587
2016-08-08,168 ST,AC1,IND,10743
2016-08-09,168 ST,AC1,IND,11246
2016-08-10,168 ST,AC1,IND,11044
2016-08-11,168 ST,AC1,IND,11019
2016-08-12,168 ST,AC1,IND,10920
2016-08-13,168 ST,AC1,IND,7190
2016-08-14,168 ST,AC1,IND,6374
2016-08-15,168 ST,AC1,IND,10215
2016-08-16,168 ST,AC1,IND,10840
2016-08-17,168 ST,AC1,IND,10969
2016-08-18,168 ST,AC1,IND,10441
2016-08-19,168 ST,AC1,IND,10999
2016-08-20,168 ST,AC1,IND,9702
2016-08-21,168 ST,AC1,IND,8023
2016-08-22,168 ST,AC1,IND,10569
2016-08-23,168 ST,AC1,IND,10572
2016-08-24,168 ST,AC1,IND,10800
2016-08-25,168 ST,AC1,IND,10928
2016-08-26,168 ST,AC1,IND,10794
2016-08-27,168 ST,AC1,IND,7826
2016-08-28,168 ST,AC1,IND,6393
2016-08-29,168 ST,AC1,IND,10263
2016-08-30,168 ST,AC1,IND,10748
2016-08-31,168 ST,AC1,IND,10793
2016-09-01,168 ST,AC1,IND,10590
2016-09-02,168 ST,AC1,IND,11037
2016-09-03,168 ST,AC1,IND,7664
2016-09-04,168 ST,AC1,IND,6480
2016-09-05,168 ST,AC1,IND,6410
2016-09-06,168 ST,AC1,IND,11052
2016-09-07,168 ST,AC1,IND,11644
2016-09-08,168 ST,AC1,IND,12318
2016-09-09,168 ST,AC1,IND,12370
2016-09-10,168 ST,AC1,IND,8291
2016-09-11,168 ST,AC1,IND,6466
2016-09-12,168 ST,AC1,IND,10939
2016-09-13,168 ST,AC1,IND,12488
2016-09-14,168 ST,AC1,IND,12444
2016-09-15,168 ST,AC1,IND,12732
2016-09-16,168 ST,AC1,IND,12753
2016-09-17,168 ST,AC1,IND,8409
2016-09-18,168 ST,AC1,IND,6492
2016-09-19,168 ST,AC1,IND,11699
2016-09-20,168 ST,AC1,IND,12425
2016-09-21,168 ST,AC1,IND,12869
2016-09-22,168 ST,AC1,IND,12775
2016-09-23,168 ST,AC1,IND,13082
2016-09-24,168 ST,AC1,IND,10893
2016-09-25,168 ST,AC1,IND,9453
2016-09-26,168 ST,AC1,IND,13018
2016-09-27,168 ST,AC1,IND,13104
2016-09-28,168 ST,AC1,IND,12779
2016-09-29,168 ST,AC1,IND,12663
2016-09-30,168 ST,AC1,IND,12662
2016-10-01,168 ST,AC1,IND,10231
2016-10-02,168 ST,AC1,IND,8612
2016-10-03,168 ST,AC1,IND,10758
2016-10-04,168 ST,AC1,IND,11217
2016-10-05,168 ST,AC1,IND,13006
2016-10-06,168 ST,AC1,IND,12962
2016-10-07,168 ST,AC1,IND,13334
2016-10-08,168 ST,AC1,IND,10696
2016-10-09,168 ST,AC1,IND,8210
2016-10-10,168 ST,AC1,IND,10108
2016-10-11,168 ST,AC1,IND,12601
2016-10-12,168 ST,AC1,IND,11218
2016-10-13,168 ST,AC1,IND,12997
2016-10-14,168 ST,AC1,IND,13228
2016-10-15,168 ST,AC1,IND,11252
2016-10-16,168 ST,AC1,IND,9150
2016-10-17,168 ST,AC1,IND,12746
2016-10-18,168 ST,AC1,IND,12940
2016-10-19,168 ST,AC1,IND,12920
2016-10-20,168 ST,AC1,IND,13052
2016-10-21,168 ST,AC1,IND,12638
2016-10-22,168 ST,AC1,IND,10426
2016-10-23,168 ST,AC1,IND,9313
2016-10-24,168 ST,AC1,IND,12681
2016-10-25,168 ST,AC1,IND,12942
2016-10-26,168 ST,AC1,IND,13183
2016-10-27,168 ST,AC1,IND,12730
2016-10-28,168 ST,AC1,IND,13223
2016-07-31,163 ST-AMSTERDM,C,IND,2379
2016-08-01,163 ST-AMSTERDM,C,IND,4028
2016-08-02,163 ST-AMSTERDM,C,IND,4198
2016-08-03,163 ST-AMSTERDM,C,IND,4375
2016-08-04,163 ST-AMSTERDM,C,IND,4411
2016-08-05,163 ST-AMSTERDM,C,IND,4461
2016-08-06,163 ST-AMSTERDM,C,IND,3071
2016-08-07,163 ST-AMSTERDM,C,IND,2608
2016-08-08,163 ST-AMSTERDM,C,IND,4060
2016-08-09,163 ST-AMSTERDM,C,IND,4152
2016-08-10,163 ST-AMSTERDM,C,IND,4178
2016-08-11,163 ST-AMSTERDM,C,IND,4299
2016-08-12,163 ST-AMSTERDM,C,IND,4193
2016-08-13,163 ST-AMSTERDM,C,IND,2916
2016-08-14,163 ST-AMSTERDM,C,IND,2418
2016-08-15,163 ST-AMSTERDM,C,IND,4060
2016-08-16,163 ST-AMSTERDM,C,IND,4141
2016-08-17,163 ST-AMSTERDM,C,IND,4142
2016-08-18,163 ST-AMSTERDM,C,IND,4181
2016-08-19,163 ST-AMSTERDM,C,IND,4167
2016-08-20,163 ST-AMSTERDM,C,IND,2896
2016-08-21,163 ST-AMSTERDM,C,IND,2310
2016-08-22,163 ST-AMSTERDM,C,IND,3997
2016-08-23,163 ST-AMSTERDM,C,IND,4134
2016-08-24,163 ST-AMSTERDM,C,IND,4106
2016-08-25,163 ST-AMSTERDM,C,IND,4214
2016-08-26,163 ST-AMSTERDM,C,IND,4370
2016-08-27,163 ST-AMSTERDM,C,IND,3168
2016-08-28,163 ST-AMSTERDM,C,IND,2596
2016-08-29,163 ST-AMSTERDM,C,IND,3834
2016-08-30,163 ST-AMSTERDM,C,IND,4045
2016-08-31,163 ST-AMSTERDM,C,IND,4258
2016-09-01,163 ST-AMSTERDM,C,IND,4198
2016-09-02,163 ST-AMSTERDM,C,IND,4221
2016-09-03,163 ST-AMSTERDM,C,IND,2860
2016-09-04,163 ST-AMSTERDM,C,IND,2480
2016-09-05,163 ST-AMSTERDM,C,IND,2533
2016-09-06,163 ST-AMSTERDM,C,IND,4126
2016-09-07,163 ST-AMSTERDM,C,IND,4345
2016-09-08,163 ST-AMSTERDM,C,IND,4547
2016-09-09,163 ST-AMSTERDM,C,IND,4602
2016-09-10,163 ST-AMSTERDM,C,IND,3085
2016-09-11,163 ST-AMSTERDM,C,IND,2619
2016-09-12,163 ST-AMSTERDM,C,IND,4261
2016-09-13,163 ST-AMSTERDM,C,IND,4694
2016-09-14,163 ST-AMSTERDM,C,IND,4734
2016-09-15,163 ST-AMSTERDM,C,IND,4785
2016-09-16,163 ST-AMSTERDM,C,IND,4846
2016-09-17,163 ST-AMSTERDM,C,IND,3132
2016-09-18,163 ST-AMSTERDM,C,IND,2454
2016-09-19,163 ST-AMSTERDM,C,IND,4497
2016-09-20,163 ST-AMSTERDM,C,IND,4613
2016-09-21,163 ST-AMSTERDM,C,IND,4676
2016-09-22,163 ST-AMSTERDM,C,IND,4700
2016-09-23,163 ST-AMSTERDM,C,IND,4829
2016-09-24,163 ST-AMSTERDM,C,IND,3159
2016-09-25,163 ST-AMSTERDM,C,IND,2530
2016-09-26,163 ST-AMSTERDM,C,IND,4570
2016-09-27,163 ST-AMSTERDM,C,IND,4722
2016-09-28,163 ST-AMSTERDM,C,IND,4828
2016-09-29,163 ST-AMSTERDM,C,IND,4785
2016-09-30,163 ST-AMSTERDM,C,IND,4857
2016-10-01,163 ST-AMSTERDM,C,IND,3048
2016-10-02,163 ST-AMSTERDM,C,IND,2529
2016-10-03,163 ST-AMSTERDM,C,IND,4248
2016-10-04,163 ST-AMSTERDM,C,IND,4260
2016-10-05,163 ST-AMSTERDM,C,IND,4889
2016-10-06,163 ST-AMSTERDM,C,IND,4898
2016-10-07,163 ST-AMSTERDM,C,IND,4796
2016-10-08,163 ST-AMSTERDM,C,IND,3071
2016-10-09,163 ST-AMSTERDM,C,IND,2382
2016-10-10,163 ST-AMSTERDM,C,IND,3669
2016-10-11,163 ST-AMSTERDM,C,IND,4615
2016-10-12,163 ST-AMSTERDM,C,IND,4310
2016-10-13,163 ST-AMSTERDM,C,IND,4899
2016-10-14,163 ST-AMSTERDM,C,IND,4835
2016-10-15,163 ST-AMSTERDM,C,IND,3266
2016-10-16,163 ST-AMSTERDM,C,IND,2611
2016-10-17,163 ST-AMSTERDM,C,IND,4552
2016-10-18,163 ST-AMSTERDM,C,IND,4670
2016-10-19,163 ST-AMSTERDM,C,IND,4762
2016-10-20,163 ST-AMSTERDM,C,IND,4791
2016-10-21,163 ST-AMSTERDM,C,IND,4782
2016-10-22,163 ST-AMSTERDM,C,IND,3208
2016-10-23,163 ST-AMSTERDM,C,IND,2511
2016-10-24,163 ST-AMSTERDM,C,IND,4611
2016-10-25,163 ST-AMSTERDM,C,IND,4811
2016-10-26,163 ST-AMSTERDM,C,IND,4694
2016-10-27,163 ST-AMSTERDM,C,IND,4824
2016-10-28,163 ST-AMSTERDM,C,IND,4932
2016-07-31,155 ST,C,IND,1400
2016-08-01,155 ST,C,IND,2402
2016-08-02,155 ST,C,IND,2442
2016-08-03,155 ST,C,IND,2672
2016-08-04,155 ST,C,IND,2614
2016-08-05,155 ST,C,IND,2673
2016-08-06,155 ST,C,IND,1851
2016-08-07,155 ST,C,IND,1670
2016-08-08,155 ST,C,IND,2452
2016-08-09,155 ST,C,IND,2534
2016-08-10,155 ST,C,IND,2652
2016-08-11,155 ST,C,IND,2606
2016-08-12,155 ST,C,IND,2628
2016-08-13,155 ST,C,IND,1798
2016-08-14,155 ST,C,IND,1526
2016-08-15,155 ST,C,IND,2342
2016-08-16,155 ST,C,IND,2431
2016-08-17,155 ST,C,IND,2552
2016-08-18,155 ST,C,IND,2506
2016-08-19,155 ST,C,IND,2615
2016-08-20,155 ST,C,IND,1655
2016-08-21,155 ST,C,IND,1484
2016-08-22,155 ST,C,IND,2293
2016-08-23,155 ST,C,IND,2420
2016-08-24,155 ST,C,IND,2483
2016-08-25,155 ST,C,IND,2537
2016-08-26,155 ST,C,IND,2485
2016-08-27,155 ST,C,IND,1933
2016-08-28,155 ST,C,IND,1550
2016-08-29,155 ST,C,IND,2236
2016-08-30,155 ST,C,IND,2374
2016-08-31,155 ST,C,IND,2542
2016-09-01,155 ST,C,IND,2547
2016-09-02,155 ST,C,IND,2550
2016-09-03,155 ST,C,IND,1728
2016-09-04,155 ST,C,IND,1554
2016-09-05,155 ST,C,IND,1550
2016-09-06,155 ST,C,IND,2401
2016-09-07,155 ST,C,IND,2594
2016-09-08,155 ST,C,IND,2898
2016-09-09,155 ST,C,IND,2826
2016-09-10,155 ST,C,IND,1925
